block,timestamp,trade_size_usdc,uniswap_price,sushiswap_price,signed_spread,absolute_spread,relative_spread_pct,spot_buy_dex,spot_sell_dex,route_a_pnl,route_a_return_pct,route_b_pnl,route_b_return_pct,best_route,best_final_usdc,best_pnl_before_gas,best_return_before_gas_pct,profitable_before_gas
26011784,2026-09-19 13:13:11+00:00,100.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-0.637741,-0.637741,-0.200811,-0.200811,Uniswap V3 -> SushiSwap V2,99.799189,-0.200811,-0.200811,False
26011784,2026-09-19 13:13:11+00:00,500.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-4.572926,-0.9145852,-2.396715,-0.479343,Uniswap V3 -> SushiSwap V2,497.603285,-2.396715,-0.479343,False
26011784,2026-09-19 13:13:11+00:00,1000.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-12.584794,-1.2584794,-8.253302,-0.8253302,Uniswap V3 -> SushiSwap V2,991.746698,-8.253302,-0.8253302,False
26011784,2026-09-19 13:13:11+00:00,5000.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-196.300974,-3.92601948,-175.448368,-3.50896736,Uniswap V3 -> SushiSwap V2,4824.551632,-175.448368,-3.50896736,False
26011784,2026-09-19 13:13:11+00:00,10000.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-706.438375,-7.06438375,-666.595686,-6.66595686,Uniswap V3 -> SushiSwap V2,9333.404314,-666.595686,-6.66595686,False
26011785,2026-09-19 13:13:23+00:00,100.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-0.637741,-0.637741,-0.200811,-0.200811,Uniswap V3 -> SushiSwap V2,99.799189,-0.200811,-0.200811,False
26011785,2026-09-19 13:13:23+00:00,500.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-4.572926,-0.9145852,-2.396715,-0.479343,Uniswap V3 -> SushiSwap V2,497.603285,-2.396715,-0.479343,False
26011785,2026-09-19 13:13:23+00:00,1000.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-12.584794,-1.2584794,-8.253302,-0.8253302,Uniswap V3 -> SushiSwap V2,991.746698,-8.253302,-0.8253302,False
26011785,2026-09-19 13:13:23+00:00,5000.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-196.300974,-3.92601948,-175.448368,-3.50896736,Uniswap V3 -> SushiSwap V2,4824.551632,-175.448368,-3.50896736,False
26011785,2026-09-19 13:13:23+00:00,10000.0,2635.6269828643494,2641.417072362232,5.790089497882637,5.790089497882637,0.21968546898051855,Uniswap V3,SushiSwap V2,-706.438375,-7.06438375,-666.595686,-6.66595686,Uniswap V3 -> SushiSwap V2,9333.404314,-666.595686,-6.66595686,False
26011786,2026-09-19 13:13:47+00:00,100.0,2635.9204627988624,2641.417072362232,5.496609563369538,5.496609563369538,0.20852714036496953,Uniswap V3,SushiSwap V2,-0.626677,-0.626677,-0.211914,-0.211914,Uniswap V3 -> SushiSwap V2,99.788086,-0.211914,-0.211914,False
26011786,2026-09-19 13:13:47+00:00,500.0,2635.9204627988624,2641.417072362232,5.496609563369538,5.496609563369538,0.20852714036496953,Uniswap V3,SushiSwap V2,-4.51776,-0.903552,-2.451924,-0.4903848,Uniswap V3 -> SushiSwap V2,497.548076,-2.451924,-0.4903848,False
26011786,2026-09-19 13:13:47+00:00,1000.0,2635.9204627988624,2641.417072362232,5.496609563369538,5.496609563369538,0.20852714036496953,Uniswap V3,SushiSwap V2,-12.474844,-1.2474844,-8.362954,-0.8362954,Uniswap V3 -> SushiSwap V2,991.637046,-8.362954,-0.8362954,False
26011786,2026-09-19 13:13:47+00:00,5000.0,2635.9204627988624,2641.417072362232,5.496609563369538,5.496609563369538,0.20852714036496953,Uniswap V3,SushiSwap V2,-195.766083,-3.91532166,-175.967367,-3.51934734,Uniswap V3 -> SushiSwap V2,4824.032633,-175.967367,-3.51934734,False
26011786,2026-09-19 13:13:47+00:00,10000.0,2635.9204627988624,2641.417072362232,5.496609563369538,5.496609563369538,0.20852714036496953,Uniswap V3,SushiSwap V2,-705.403548,-7.05403548,-667.566879,-6.67566879,Uniswap V3 -> SushiSwap V2,9332.433121,-667.566879,-6.67566879,False
26011787,2026-09-19 13:13:59+00:00,100.0,2635.983692762439,2641.417072362232,5.43337959979276,5.43337959979276,0.2061234147506704,Uniswap V3,SushiSwap V2,-0.624293,-0.624293,-0.214306,-0.214306,Uniswap V3 -> SushiSwap V2,99.785694,-0.214306,-0.214306,False
